"","V1","V2","V3","V4","V5","V6"
"1",0.827107,0.402383,1.03823,0.608222,2.23411,4.80514
"2",0.265383,0.699196,1.322595,1.21172,3.398985,2.400995
"3",5.055615,0.163673,0.3641355,1.95512,3.63462,0.4149495
"4",1.450735,5.902245,0.00283845,0.9268955,0.615608,2.475305
"5",5.208565,0.6321715,1.22489,1.56844,1.28261,0.1631345
"6",0.403712,0.2828025,4.03034,0.363345,0.300957,6.687665
"7",3.0254,0.8453785,2.41123,3.089355,0.3348695,1.48871
"8",0.2012595,2.822605,0.136762,0.780401,4.24197,2.055195
"9",1.81797,5.17803,1.09837,0.01891445,1.45607,0.05869265
"10",3.413865,0.891488,0.538996,3.097005,1.22033,1.69323
"11",0.2079745,3.0731,1.396505,0.696558,5.06711,0.0686755
"12",0.961222,1.289695,3.801145,0.5438665,0.0105367,2.585885
"13",0.0165799,1.57668,0.685881,8.52177,0.700945,1.43655
"14",0.955552,9.267615,1.814225,2.10702,0.00625643,0.0159498
"15",1.09092,4.715225,0.1266955,1.306475,1.938725,1.41696
"16",6.52876,0.0679301,0.5183925,2.412815,1.419025,1.14057
"17",0.0251683,2.455745,0.4833895,0.986624,5.349025,0.2424125
"18",4.059795,0.338395,0.5619305,0.549053,3.523685,0.2433575
"19",0.4501145,0.5413775,6.675035,0.0275409,1.141355,2.52576
"20",0.8237695,0.8975345,5.657845,1.054525,2.074055,0.00906464
"21",0.010745,0.491828,6.595995,0.6204595,2.46857,1.87308
"22",1.27237,4.89177,0.3193935,1.483845,0.106569,3.136145
"23",0.6512275,1.276525,4.15801,1.249875,1.45054,2.360725
"24",4.28599,0.6155655,1.18633,1.253885,1.583555,0.7272235
"25",0.5695185,4.913235,0.6096205,0.718813,1.663495,1.67093
"26",0.6967945,3.24942,3.02249,0.5331725,1.851865,0.682594
"27",4.473765,0.0156491,0.2406735,0.775086,2.905695,1.15206
"28",0.903641,3.02324,0.5969355,0.5265545,2.02384,2.492025
"29",0.881191,1.74042,1.541375,0.02078175,1.955815,2.25992
"30",0.8435715,5.151245,0.002360905,1.508695,1.520965,2.18228
"31",0.7811765,4.08424,0.1348095,1.002485,3.36839,1.752995
"32",0.821727,6.491555,0.0181225,1.490625,0.335185,2.012195
"33",0.4250575,0.727783,1.56916,1.359705,2.061205,4.116965
"34",0.589727,3.70696,0.009387935,0.5270025,3.511445,2.13899
