"","V1","V2","V3","V4","V5","V6"
"1",0.7869005,0.04995195,6.011895,0.9344105,0.861782,1.545225
"2",0.590596,5.01818,2.65757,2.815875,0.00372008,1.94126
"3",1.74454,0.02176015,2.389865,0.547529,1.481535,2.237065
"4",0.004430105,0.2021385,3.852185,0.00570724,1.9333,4.625965
"5",1.05311,0.01451835,0.672559,4.229595,0.97744,2.724415
"6",0.102176,0.4019455,5.309115,1.1451,1.73706,0.965963
"7",0.002554375,0.569177,8.69492,3.26638,1.67128,0.00186125
"8",1.76356,0.973735,1.78304,1.16758,4.030135,1.406565
"9",1.823655,0.8594215,4.927565,2.77022,0.0588482,0.817413
"10",0.5254425,0.003553965,0.4287745,4.602205,0.4229665,5.642415
"11",1.248405,0.008586205,0.2763545,6.62596,0.2829275,3.68451
"12",2.519485,2.37267,1.5362,0.359686,0.7327755,2.74598
"13",0.1460265,0.00329702,3.64184,0.1136425,2.18177,2.995665
"14",1.8431,2.06511,0.811963,1.641285,2.878095,0.0132446
"15",0.8892595,0.24489,7.216065,2.25155,0.262798,0.3844395
"16",0.4849965,0.12476,3.766725,0.902389,3.426125,1.385545
"17",6.95167,0.1460945,1.40933,0.7364575,2.56622,0.263396
"18",6.5535,0.83087,1.40565,0.9360425,1.75993,0.04603345
"19",0.6987115,2.508725,1.3311,0.01863635,1.050035,3.70879
"20",0.00242889,1.75631,0.3526205,1.47627,5.811645,1.171045
"21",0.83238,0.01200055,5.28389,0.8272015,0.462268,3.78071
"22",0.00334629,0.5557735,4.427135,2.619215,1.23671,0.8534875
"23",2.94777,1.043365,2.260085,0.7213635,1.58998,2.84139
"24",0.515755,0.502091,5.448445,1.77045,0.3085975,2.05375
"25",0.3693565,0.06690285,0.3222745,5.376675,1.273905,2.700555
"26",0.2422445,0.0158465,0.323929,3.18839,0.783285,4.769245
"27",0.723864,1.12272,5.433855,2.062035,0.006330645,1.88865
"28",0.1561055,0.176556,3.37759,0.007109545,0.8044075,5.079795
"29",2.55511,0.684036,0.99517,0.02137755,6.24285,1.59451
"30",0.9668695,0.002901835,0.247772,3.55699,0.211182,4.58974
"31",0.722323,0.787875,3.74184,0.0867114,0.4353575,4.60332
"32",1.322845,1.15013,1.121915,4.25289,0.0889188,2.95019
"33",3.187105,0.6986365,0.491078,0.8148285,6.04811,0.1136405
"34",3.428035,1.1695,1.230815,0.5735595,0.420417,3.153415
