"","V1","V2","V3","V4","V5","V6"
"1",0.7125385,0.3693795,1.09412,4.361205,3.066455,1.49287
"2",0.542228,0.357121,0.681876,3.958945,3.42769,1.413555
"3",1.75194,1.370095,0.2043875,4.839905,0.6669295,2.306115
"4",0.142782,0.4938,0.9770055,3.81705,4.01911,0.7365655
"5",0.03773185,0.4278975,0.979927,2.017345,4.90948,2.0714
"6",0.4891765,2.115695,1.65374,1.260145,1.6815,1.199905
"7",1.02651,0.3477155,0.7669255,5.4124,0.177522,3.318125
"8",1.72638,0.3701605,0.01677385,5.19161,1.12143,2.821615
"9",1.07685,0.185926,2.02563,4.12583,0.9400015,2.11753
"10",2.13789,1.510015,3.084685,6.15051,0.0256485,0.002850865
"11",0.6843685,1.102185,2.542675,3.212775,0.9786225,1.014835
"12",0.364101,0.6227975,1.712985,2.987745,0.797463,3.069135
"13",1.60889,0.4303985,0.0288251,4.847965,0.242676,6.83357
"14",0.929837,0.0951213,3.91643,0.130153,0.00979981,4.55058
"15",0.008332125,0.76464,1.28513,0.9346155,3.27479,2.731445
"16",1.170615,0.1975535,1.18531,5.00287,1.285995,2.2571
"17",0.3261115,2.12556,1.855595,1.312565,1.55442,2.79396
"18",0.3702995,0.585302,2.396575,3.797285,0.4986225,2.48266
"19",0.004546715,0.09199425,3.190335,2.15476,3.344395,0.7353225
"20",3.972115,2.909135,1.87722,1.36832,0.44802,0.61043
"21",5.171415,0.1551355,1.73585,0.8905295,3.59676,0.002649825
"22",4.29183,0.4679285,1.096575,0.6157185,3.07807,0.00370391
"23",6.99007,0.823745,0.843261,1.176395,2.159095,0.0182104
"24",4.18839,1.12457,2.490465,0.429402,0.8711275,0.5484175
"25",5.17217,0.7073635,1.522305,0.0110064,1.56665,1.114265
"26",4.436475,1.094335,1.591665,2.20621,1.37168,0.15553
"27",3.53604,0.176493,1.90259,0.03209915,3.230855,0.396762
"28",0.390574,3.18081,3.570695,2.296615,0.8534605,0.005319825
"29",0.145977,1.759265,3.499735,1.72539,2.024575,0.1182825
"30",0.4988345,7.630655,1.092415,2.142745,0.7353555,0.004182955
"31",0.3194155,7.219245,0.1736065,0.008203565,2.143915,1.48216
"32",0.454642,3.91703,1.070655,0.003113585,2.78278,2.27322
"33",0.710751,4.41051,1.99637,1.38695,1.44016,1.14226
"34",0.969745,4.415715,1.19336,0.5574935,0.2637955,1.822285
"35",0.7114035,7.042985,1.496505,2.27746,0.03727785,0.022717
"36",0.743212,3.34928,1.544245,2.295005,2.018805,0.00232732
"37",0.973991,3.750775,1.935785,2.82489,1.840305,0.01941695
"38",0.00424353,6.601465,0.889721,0.274214,3.210105,1.060155
