"","V1","V2","V3","V4","V5","V6"
"1",1.092735,3.836565,3.765905,1.321385,0.7163095,0.333532
"2",0.672126,3.00062,4.040045,2.25346,0.308829,0.08490995
"3",1.430555,4.316955,0.830639,3.28736,0.5566315,0.7001605
"4",0.3585655,2.09297,4.698065,2.06938,0.7081395,0.225518
"5",0.3682685,2.8049,4.99766,0.00286721,1.378665,0.9153765
"6",0.8563905,1.718575,2.46963,1.058615,0.01110575,2.23382
"7",1.01775,6.384095,0.767184,1.96219,0.806894,0.176117
"8",1.574315,5.37164,1.27655,2.9325,0.1401075,0.02362035
"9",1.394785,4.51551,2.12152,1.2961,0.9640025,0.1474335
"10",1.771495,1.307355,0.1142975,1.993915,7.13293,0.563083
"11",1.165895,3.151885,2.43924,1.23052,0.263187,1.281125
"12",0.6446285,4.94353,1.664755,0.392276,0.7948335,1.106985
"13",1.37354,9.32918,0.015798,0.326564,2.04296,0.9639025
"14",1.65209,5.42666,1.517035,0.00243151,0.1246615,0.8491645
"15",0.376826,3.25055,3.891465,0.00335193,0.01223745,1.411405
"16",1.07577,4.36398,1.998555,2.768715,0.874482,0.007014175
"17",0.780004,3.46051,2.09196,0.06824155,0.6478285,2.93087
"18",0.7210815,4.955475,2.02881,1.07212,0.5383795,0.75659
"19",0.409314,2.240555,5.169765,0.0494461,1.175285,0.4035435
"20",4.37253,1.05785,0.3656765,0.7831735,1.569765,2.995795
"21",6.370165,0.1617025,3.51832,0.251774,0.852707,0.4087275
"22",5.13592,0.0377464,3.039675,0.722327,0.0550576,0.535406
"23",7.89207,0.4123355,1.41476,0.94654,0.6218235,0.8097655
"24",5.189325,0.8069385,1.5504,0.232992,0.3588945,1.527965
"25",6.17241,0.915615,1.27518,0.01065375,0.495593,1.204915
"26",4.72701,0.708558,1.28154,1.647365,1.65107,0.7880495
"27",4.633185,0.32981,3.537375,0.01134055,0.209091,0.565735
"28",0.6759605,0.407106,2.569575,2.25961,1.43449,2.85339
"29",0.511161,0.466386,3.5985,1.21825,1.732545,1.683315
"30",0.4332145,0.1646125,1.203475,3.3856,0.008090075,6.8689
"31",0.5542625,0.730475,1.484385,0.5754365,0.191325,7.80033
"32",0.948847,0.9527365,1.969705,0.000830178,1.56341,5.05004
"33",1.06373,1.435735,1.88259,0.77837,1.10573,4.809205
"34",1.010535,1.38035,0.358088,1.27849,0.5463445,4.611455
"35",0.514581,0.293755,0.669635,3.716085,0.17706,6.085475
"36",0.9238525,0.06486495,2.931195,3.09931,0.3280405,2.52628
"37",1.12994,0.788287,2.564835,2.002865,1.461905,3.36201
"38",0.114966,0.693371,2.708815,0.007254375,1.209395,7.270135
