"","V1","V2","V3"
"1",0.7696905,2.46085,7.66257
"2",4.723915,3.07074,1.05474
"3",0.9116585,2.691885,5.054855
"4",2.9986,3.53769,1.857625
"5",1.37476,6.119995,1.423275
"6",6.750635,1.082375,0.7663295
"7",1.611525,7.176525,1.65185
"8",3.83499,4.80929,1.06974
"9",2.64323,6.4394,0.6998805
"10",4.24359,2.99329,3.170555
"11",3.83916,5.452445,1.00962
"12",1.12338,1.30538,8.33042
"13",6.78259,1.172865,0.9028365
"14",8.396205,1.602765,0.6857835
"15",1.904025,4.15605,3.294315
"16",0.994362,2.05747,8.379145
"17",6.07264,2.16679,1.090645
"18",1.092965,8.542565,0.680279
"19",4.293805,3.96337,1.29223
"20",4.07683,3.909415,1.793175
"21",2.43531,2.53704,2.862385
"22",2.06655,7.780735,0.652071
"23",5.419805,3.275085,1.353395
"24",5.441675,1.940195,1.551695
"25",3.18908,2.01069,4.131595
"26",7.7592,2.44046,0.988524
"27",2.52242,4.491705,1.872495
"28",2.150755,2.83268,5.43623
"29",3.615705,6.53696,1.826725
"30",1.52029,1.51724,8.356675
"31",2.60957,1.64069,5.63346
"32",0.732709,11.28425,1.02806
"33",1.700755,6.484715,1.210305
"34",2.529605,7.16862,0.643418
