"","V1","V2","V3","V4","V5","V6"
"1",0.375305,3.630445,3.852785,0.847263,0.3887555,2.028245
"2",0.2791615,3.44567,3.18567,0.49316,0.3886,2.63579
"3",1.430065,0.624091,5.464185,0.7369565,0.2098315,2.6464
"4",0.184925,3.94083,2.101335,0.258915,0.7305165,3.02264
"5",0.04629265,4.318015,1.85283,0.3370225,2.61857,1.287485
"6",2.204425,2.670765,1.78055,0.936651,0.05307085,0.72284
"7",0.5856615,0.9597315,7.064705,0.343145,0.3999065,1.80175
"8",0.6576135,1.1465,6.491725,0.939738,0.03820805,2.06251
"9",0.193931,1.86649,4.761395,0.771866,0.8354205,2.06138
"10",0.219786,0.003546055,2.37064,0.1068865,2.33787,7.75269
"11",1.240915,2.43899,3.18872,0.8515625,0.5109205,1.31227
"12",0.5295935,1.649105,4.63534,0.274056,1.905385,0.569787
"13",0.4074645,0.008192805,9.24471,0.3402315,3.445425,0.54321
"14",0.34464,1.430205,4.95705,1.1195,1.72024,0.02152655
"15",0.708793,3.93682,2.489785,0.5032715,1.367165,0.0110372
"16",0.17235,1.43724,5.15865,0.384857,0.5737685,3.41602
"17",1.87603,2.21635,3.051305,0.561479,2.22018,0.05642755
"18",0.7263255,2.21225,4.945655,0.345117,0.741332,1.11947
"19",0.005654075,4.704775,1.52341,0.3322525,1.08934,1.84285
"20",2.503525,0.0676178,1.67358,3.345585,1.255795,2.29256
"21",0.005432145,1.888195,0.259709,5.317135,1.138475,2.940905
"22",0.3311645,1.932965,0.1920325,4.729755,0.363824,2.041565
"23",0.576655,0.03104435,1.308915,6.52153,0.723432,2.907085
"24",0.995627,0.7873,1.08628,4.30618,0.981043,1.496085
"25",0.5020245,0.1656655,1.29264,5.07152,1.692745,1.35216
"26",0.699893,0.221416,1.593315,3.494885,0.9968275,3.80859
"27",0.0344907,2.349335,0.217648,4.294245,1.09684,1.29835
"28",2.60934,1.8599,0.553642,0.3288045,0.9673995,3.85087
"29",0.8687935,2.6537,0.1904815,0.23924,2.06937,3.166755
"30",7.24601,1.396035,0.6564405,0.384482,0.00553387,2.3624
"31",5.87607,1.272595,0.2991755,0.374768,3.407205,0.0697817
"32",2.196265,0.954239,0.3614245,0.620533,6.238025,0.054348
"33",3.501965,1.63215,1.235935,0.596057,2.56568,1.489815
"34",3.481665,0.1004,1.44108,0.5095745,2.60676,1.037695
"35",6.694755,0.7128615,0.9909765,0.2838945,0.01302615,2.772795
"36",3.00063,2.408105,0.396879,0.8552935,0.0162172,3.219345
"37",3.130915,2.354285,1.03854,0.8619515,0.841433,3.08581
"38",5.030565,2.468205,0.01327205,0.04062395,3.85047,0.5747125
