"","V1","V2","V3"
"1",6.381025,1.810855,0.6484765
"2",7.40355,2.44061,0.432139
"3",3.85273,5.47604,0.757796
"4",2.53696,3.36946,3.796465
"5",2.70147,5.44561,0.8867
"6",2.13926,3.97897,2.665645
"7",4.755765,2.45192,1.66978
"8",2.70774,1.42286,4.5849
"9",5.00833,4.007795,0.6807555
"10",1.820135,6.89218,0.2744145
"11",1.96883,2.6478,5.354955
"12",2.6208,2.91487,2.38132
"13",8.73335,0.799484,0.6655175
"14",6.66651,3.85042,1.482165
"15",4.279135,1.98385,3.10058
"16",7.960895,1.98896,0.478407
"17",1.920845,4.19829,3.307425
"18",1.797105,6.65393,0.259587
"19",5.78713,3.689085,0.8352355
"20",6.15553,1.18827,1.491415
"21",3.437425,7.571255,0.2490355
"22",3.530605,4.73526,0.639363
"23",7.225625,1.72337,1.33417
"24",6.739615,2.372425,0.5895035
"25",1.425595,2.137045,7.987425
"26",11.4586,0.1874275,1.204285
"27",4.12374,4.53147,0.9292825
"28",3.148025,5.716725,0.5252
"29",2.804015,2.64593,5.05342
"30",1.926865,2.13184,7.488225
"31",1.287285,1.911385,7.68549
"32",2.970985,3.732005,4.067665
"33",6.62953,1.53582,1.20322
"34",3.51097,4.490815,2.499715
