"","V1","V2","V3","V4","V5","V6"
"1",0.00828406,0.44617,1.216315,7.57324,0.492993,1.91503
"2",0.5827475,0.43383,6.00815,0.177479,0.6818925,1.699
"3",2.45641,0.703603,0.07844045,3.449985,0.661874,1.908605
"4",1.294815,0.8527905,3.933455,0.4834175,2.395725,0.149734
"5",1.580445,0.601683,1.57905,0.2449065,3.822,1.815615
"6",0.5802905,4.418415,2.736995,0.0383552,0.003214435,1.58827
"7",0.078763,0.4743,1.117425,1.66171,2.799865,5.028445
"8",0.1952395,0.308233,4.59543,0.6045465,1.32837,3.46661
"9",0.4997635,0.9974415,2.313115,0.2237195,3.248635,3.301755
"10",0.6960175,3.87498,0.08724305,2.695575,1.02938,2.860025
"11",0.1652235,1.055935,4.23103,0.5233765,2.918825,2.2718
"12",3.381745,0.494684,1.375665,5.620085,0.03914085,0.5201555
"13",0.06976845,4.785615,2.300675,0.4942025,0.006310915,1.945115
"14",0.3730035,5.56776,2.711125,0.0407928,0.00273533,2.90492
"15",2.086845,1.16139,1.94303,1.361995,3.11046,0.427668
"16",0.004273815,0.6325655,1.84453,8.0003,0.5382225,1.224745
"17",1.00016,5.40038,0.102909,0.382251,0.461249,2.781975
"18",0.1955635,0.4398715,1.092435,0.5137725,4.903975,3.986805
"19",0.4495895,0.196343,5.29508,0.6374725,0.4850165,3.237365
"20",1.87987,0.5053245,5.33847,0.0794393,1.23942,1.521835
"21",0.2218215,1.28562,2.54425,2.195925,1.830175,0.421126
"22",0.01157895,0.6014935,1.524535,0.6971605,3.667145,4.86672
"23",0.3101235,3.498995,1.082245,1.206905,0.195973,4.578635
"24",0.5033615,4.869735,0.7710825,0.9654945,0.777008,1.844005
"25",0.00638537,1.08021,3.09501,3.784415,0.157952,1.90428
"26",0.112366,6.50017,0.4708435,0.7369695,0.2767265,4.008775
"27",0.289155,1.18324,2.5644,1.331455,2.59853,1.66474
"28",2.46678,1.18719,1.75472,3.376255,1.11568,1.26937
"29",0.926924,0.218185,1.48663,1.58936,0.0351986,8.566155
"30",3.69185,0.302515,2.88966,4.972355,0.00842426,0.2627335
"31",5.386165,1.01416,1.25998,1.713905,0.004446555,1.110665
"32",2.4636,0.236041,0.01000541,0.0590535,5.50179,5.74242
"33",0.58606,0.848712,2.170835,0.544592,4.5239,1.529225
"34",0.18064,0.298691,2.478675,0.4676935,2.378015,5.331535
