"","V1","V2","V3"
"1",2.25278,3.476025,4.147625
"2",7.251575,2.44981,0.7617275
"3",2.54567,5.900695,0.6219415
"4",6.488925,2.61063,0.7541635
"5",3.819255,5.012605,1.14869
"6",2.859795,3.63559,4.44593
"7",3.994245,4.753695,0.9636445
"8",4.931815,4.05488,0.8445815
"9",8.395005,0.917811,1.030245
"10",1.83981,3.705305,4.028065
"11",4.62627,4.201735,1.396325
"12",2.567905,2.82812,2.62541
"13",3.62071,3.588155,1.31632
"14",6.272925,1.95031,0.741204
"15",4.044885,3.294355,3.283755
"16",4.15889,4.465085,0.8719245
"17",1.808095,3.41248,4.89044
"18",1.949905,4.398375,2.544645
"19",7.987065,1.645185,0.960661
"20",7.20026,1.319835,1.9903
"21",3.44195,7.182955,0.3105105
"22",2.50333,1.20626,5.166105
"23",1.00707,2.19159,7.837635
"24",4.81174,5.685395,0.897169
"25",3.357585,4.394075,1.343035
"26",4.48582,2.70927,1.82623
"27",6.24404,1.961605,1.26917
"28",3.213775,5.339565,0.4662595
"29",1.497655,1.92696,8.380055
"30",1.890815,1.40414,7.96309
"31",11.2849,0.3723355,1.39776
"32",2.42902,6.00712,0.353828
"33",5.8386,1.71494,1.42552
"34",2.665235,2.876265,5.108775
