"","V1","V2","V3"
"1",2.912615,2.822965,3.668535
"2",0.8330525,6.364425,2.9734
"3",2.05461,5.626845,1.732075
"4",4.3104,5.43708,0.6032165
"5",2.249145,7.816155,1.74453
"6",3.513625,5.413475,1.326335
"7",1.252385,2.343445,5.0267
"8",5.105075,4.82578,0.631261
"9",0.367524,7.70295,0.9606045
"10",1.09433,4.55226,4.859895
"11",0.6561285,4.35285,3.543965
"12",0.371429,4.54938,4.277685
"13",0.625861,3.086105,6.04503
"14",0.429422,6.83765,1.417815
"15",4.23658,4.705845,0.8200045
"16",2.65539,4.509615,2.57677
"17",0.0456601,7.60136,0.9096945
"18",1.077615,3.488195,5.7652
"19",0.4663605,1.748715,8.47215
"20",0.4292315,2.79952,8.13207
"21",0.1451,9.911535,0.744639
"22",0.509733,2.00585,8.798395
"23",4.560555,3.54398,0.8604995
"24",2.81646,3.90701,2.13043
"25",2.79403,5.48623,1.32006
"26",0.05564945,9.600035,0.6955165
"27",4.53034,3.504235,1.436065
"28",1.48039,3.18485,3.156485
"29",6.025025,3.805575,0.636797
"30",2.62385,3.339875,2.46225
"31",0.6993725,4.283315,4.503705
"32",4.47238,2.823475,1.69614
"33",8.81422,3.411205,1.03427
"34",0.7395105,7.80263,1.246745
