"","V1","V2","V3","V4","V5","V6"
"1",0.516678,1.775765,4.00829,3.37182,0.298252,1.083905
"2",0.5825785,1.03204,4.16371,3.827825,0.1454525,0.6056535
"3",1.688795,1.271295,6.293655,0.8567475,0.2598045,0.6299515
"4",0.420041,0.291995,3.78662,4.683305,0.481105,0.497802
"5",0.001284715,1.355095,2.25348,4.441665,1.651125,0.792163
"6",1.52015,1.193115,1.390975,1.982405,1.27019,1.03842
"7",0.6863335,2.55366,6.52562,0.5356395,0.336768,0.351852
"8",0.9181675,1.61576,6.783185,1.113175,0.0305797,0.681215
"9",0.36377,2.07867,4.78613,1.73058,0.388884,1.13198
"10",1.13202,0.001659595,7.506765,1.909365,0.90285,1.24653
"11",1.275745,2.365395,2.304855,1.762565,0.513217,1.31616
"12",0.0174817,2.341195,3.813485,1.029655,1.83716,0.5147955
"13",0.0033357,2.681295,8.735385,0.00321463,2.20189,0.269258
"14",0.296689,5.292345,1.611865,0.04556575,0.580219,1.805115
"15",0.0185381,2.40422,1.188755,2.943035,1.629965,0.8572685
"16",0.64363,1.343685,6.334385,2.036135,0.05542405,0.607389
"17",0.101347,1.53113,2.58081,1.400535,3.496285,0.911294
"18",0.5210465,2.6613,4.01858,1.42718,0.890943,0.5502225
"19",0.0542274,1.859965,1.421285,4.816405,0.3790575,0.975649
"20",1.89865,0.1998565,3.01785,0.01858915,1.80377,4.223515
"21",0.198254,0.0125271,2.247975,2.167085,0.221251,6.737915
"22",0.6508415,0.02704565,1.49836,1.885985,0.01882935,5.497375
"23",0.998457,0.0067114,3.30329,0.05514745,0.09001245,7.66238
"24",0.86074,0.561698,1.714555,0.3962835,0.7851355,5.351075
"25",0.283135,0.3028935,2.31271,0.00984399,1.051035,6.20148
"26",1.21167,0.00816754,3.92795,0.9026915,0.3316265,4.40885
"27",0.0981959,0.288788,1.073885,2.183465,0.43282,5.31201
"28",2.696015,0.2157955,2.13169,2.818695,1.401015,0.939525
"29",0.913189,0.288051,1.638705,3.660125,1.66901,1.07295
"30",6.386475,0.1892415,1.235215,1.58773,2.23196,0.4559905
"31",2.96446,0.126258,0.58795,1.10091,5.86672,0.7493335
"32",0.00396233,0.1403495,1.196185,1.20436,6.268985,1.788845
"33",1.40749,0.299449,2.167805,1.581825,4.42809,1.23347
"34",2.220855,0.5107215,1.85551,0.116423,3.54101,0.966876
"35",6.33272,0.323667,1.557715,1.12157,1.70867,0.3852175
"36",3.18702,0.0209772,1.8333,3.075595,0.6394425,1.134495
"37",2.42875,0.02645695,2.75672,2.75948,2.083025,1.23717
"38",2.08672,0.1159015,0.5587455,2.471005,6.34922,0.5476925
