"","V1","V2","V3","V4","V5","V6"
"1",2.478545,4.049975,2.71693,0.4286095,0.190841,1.257025
"2",2.429115,3.53089,3.03232,0.385734,0.133552,0.95944
"3",0.01938355,4.717745,1.799045,1.585485,1.79474,1.282795
"4",3.26448,2.6447,3.1983,0.3610365,0.1696235,0.6255255
"5",4.89654,2.26304,2.05719,0.0707279,0.808624,0.4114655
"6",2.320975,2.08038,0.7930805,2.07537,0.0331452,1.11922
"7",0.02360015,6.07038,1.82664,0.614524,2.009575,0.6014765
"8",0.1608165,5.873465,1.579715,0.700147,1.439815,1.651675
"9",1.076555,4.194,2.5543,0.2889315,1.396365,1.02604
"10",0.01361335,0.113185,5.33633,0.9399565,6.24151,0.2111285
"11",1.121655,2.84774,3.07741,1.34623,0.254727,0.875211
"12",2.010305,4.198,0.802203,0.4603315,1.785815,0.346768
"13",0.216769,6.525315,0.521561,0.4008805,6.123,0.2912655
"14",0.3037575,3.233875,2.822515,0.3748605,2.211945,0.6180985
"15",3.896005,2.996265,0.961864,0.5777365,0.109841,0.4940145
"16",0.72081,4.679285,2.79673,0.3715865,1.673995,0.9059845
"17",3.262385,2.91679,0.0239849,1.64426,1.64369,0.526914
"18",1.47593,4.772295,1.764585,0.7374605,0.853908,0.548016
"19",2.808205,1.32584,5.156255,0.0945014,0.0112145,0.102367
"20",0.3146815,0.60614,1.500435,2.642225,2.769195,3.300775
"21",1.93087,0.1419485,3.07296,0.0402062,0.7417375,5.583275
"22",1.681235,0.321159,2.00413,0.383185,0.111607,5.069195
"23",0.223551,0.486691,1.951405,0.7060945,1.789355,6.913335
"24",0.746931,0.572964,1.794725,1.07928,1.17999,4.274755
"25",0.948479,0.4084945,1.053785,0.477306,2.213725,4.96212
"26",0.3443085,0.6963045,2.53308,0.966702,2.2543,4.013625
"27",2.43757,0.199433,1.896085,0.03734325,0.4695785,4.235265
"28",1.89553,0.58279,3.007285,3.171595,1.02132,0.604676
"29",3.33837,0.3816935,2.74429,1.27738,1.130525,0.422003
"30",0.5121705,0.738822,2.486295,7.7653,0.0142034,0.6112905
"31",3.308195,0.196074,0.0232325,5.877055,1.772415,0.198211
"32",4.50948,0.01404935,0.00902769,2.027805,3.69951,0.1891355
"33",3.122935,1.10181,0.5264155,3.562005,2.08858,0.6892295
"34",1.453145,0.762057,0.1512565,3.652685,2.6978,0.4917785
"35",0.0159031,0.650294,2.80302,7.19409,0.4792915,0.4016115
"36",1.89387,0.7786855,2.43266,3.437,0.08797675,1.3758
"37",2.53976,1.26219,1.740865,3.430745,1.184605,1.22508
"38",4.735175,0.1678335,0.515256,5.117125,1.47695,0.0412572
