"","V1","V2","V3","V4","V5","V6"
"1",0.325242,7.570845,0.5152245,2.171225,0.1594175,1.380045
"2",3.964065,1.55573,0.152329,4.623025,0.01013355,0.8514975
"3",0.475224,2.499715,1.73681,3.818115,2.45837,0.114486
"4",0.436918,3.705205,2.237135,2.84035,0.341793,1.79899
"5",3.91718,0.7980035,2.07487,2.12754,0.1128815,1.097395
"6",3.850075,0.4164305,1.01668,4.4517,0.00831684,1.374555
"7",4.83894,0.7092025,0.0162483,4.43389,0.004359565,1.305095
"8",0.1342855,0.450767,0.3062345,6.16892,3.650185,1.268325
"9",0.05335815,0.8657345,5.02885,6.91085,0.001362325,0.001647685
"10",7.402895,0.649456,2.570155,3.41105,0.042173,0.00270469
"11",0.284099,3.429345,0.537964,2.900505,0.192771,2.568725
"12",5.285345,0.616157,1.139665,3.67246,0.00475474,0.449356
"13",2.59861,0.748062,1.993615,0.04776895,0.6974575,2.92545
"14",0.008849675,0.296119,0.09360795,3.70766,2.684275,2.665275
"15",0.00225603,0.003793955,1.294405,4.83457,2.78553,2.5148
"16",2.649265,0.484616,0.815427,3.076255,0.00429536,3.35292
"17",2.68483,2.233685,2.202675,0.7022635,0.832768,1.383605
"18",0.4314215,1.04886,0.862732,5.699945,1.64632,1.054175
"19",0.351491,0.764372,1.3195,3.15533,3.279625,0.7181185
"20",0.2130215,3.326525,2.42822,2.63184,0.3008195,1.36429
"21",2.48063,1.279145,1.6917,1.99121,0.4522975,1.645985
"22",0.02120735,0.003277225,0.9161325,2.570555,2.99014,2.66817
"23",0.377238,0.3959195,0.8816225,3.893315,3.7472,0.7185765
"24",0.5010565,7.077585,1.443395,0.1006275,0.985063,1.28598
"25",1.67467,0.330449,4.014565,1.03189,0.2104245,3.253235
"26",1.272,4.431925,0.9051315,1.368595,1.115285,0.1356975
"27",3.951885,0.8498905,2.207725,1.51553,0.3439205,0.7489545
"28",2.955165,0.474169,1.705,2.904765,0.007052515,3.025495
"29",1.053185,0.01894425,4.196145,1.003065,0.2052465,3.04124
"30",3.527185,0.3396215,1.983345,3.165335,0.280826,1.21492
"31",0.708754,4.3537,2.57447,1.66685,0.795104,1.004545
"32",1.641585,2.19654,0.6298965,1.006385,0.697677,2.22531
"33",0.01026345,6.27339,3.801255,0.0146802,0.485091,1.463125
"34",4.075985,0.00716931,2.51783,0.0200259,3.021935,0.00909273
