"","V1","V2","V3"
"1",2.493615,0.836326,8.14412
"2",2.86522,7.148905,0.797799
"3",6.36162,2.560265,1.241555
"4",3.458405,5.8035,0.738229
"5",4.743005,4.069395,1.050555
"6",5.394235,2.671895,0.86552
"7",3.571385,3.267815,1.69897
"8",2.553115,3.7488,3.235735
"9",1.861485,7.981615,0.8584305
"10",4.137135,1.211095,4.05941
"11",3.049385,2.143605,2.76923
"12",6.05354,1.63176,1.313405
"13",7.361085,0.8492255,0.659443
"14",3.983475,2.164725,4.608095
"15",6.67927,1.86838,0.8409345
"16",5.1994,3.18708,1.27826
"17",3.11239,2.03577,5.40063
"18",4.411895,1.420775,2.89852
"19",1.308785,10.9904,1.205645
"20",7.227585,0.8878735,0.5098825
"21",1.79043,1.585135,7.6699
"22",2.023285,5.65721,1.47854
"23",2.52785,6.352275,1.79799
"24",5.04161,2.42141,3.094255
"25",4.657785,4.83083,1.01024
"26",3.439695,1.14415,5.36869
"27",2.103,1.154285,8.32536
"28",1.956725,0.7546165,8.09875
"29",2.785035,5.610675,0.7386
"30",1.644525,2.138395,5.013445
"31",4.861435,3.36823,1.69264
"32",9.079975,1.15871,0.4153925
"33",8.55904,1.93556,0.7302925
"34",2.474285,5.918815,1.292905
