"","V1","V2","V3"
"1",8.679965,1.54947,1.370935
"2",1.77944,6.96627,1.59217
"3",3.109605,2.870195,4.543385
"4",5.138495,2.647205,2.996955
"5",1.53885,6.432,1.41251
"6",0.797358,7.257925,2.267975
"7",0.86139,7.706465,1.916515
"8",0.633999,2.578065,8.10472
"9",2.039235,6.20934,3.763085
"10",1.13972,11.2897,0.49313
"11",4.491675,1.719735,3.27944
"12",0.9245595,8.451855,0.8731225
"13",2.118185,3.708525,2.614745
"14",0.702915,1.351605,6.9347
"15",0.4150925,1.90862,8.52667
"16",1.297795,4.900095,3.54964
"17",3.553095,4.13182,1.688255
"18",1.22739,3.281085,5.61529
"19",1.26786,2.11699,5.653695
"20",4.692085,2.397455,2.646505
"21",2.14032,4.485225,2.30182
"22",0.5757045,1.405275,6.749655
"23",0.7703805,2.44308,6.19874
"24",8.505815,1.119075,1.271055
"25",2.169025,4.086725,3.55836
"26",5.108965,2.60295,1.01882
"27",1.682715,6.132115,1.06249
"28",1.31102,5.47365,3.54442
"29",1.165845,3.392525,4.351005
"30",0.867505,6.48956,2.36787
"31",5.863585,2.52594,2.13696
"32",3.143085,2.44879,2.30706
"33",8.88218,1.20463,1.46283
"34",0.822526,6.18366,1.841795
