"","V1","V2","V3"
"1",0.3539885,1.203305,0.6507975
"2",0.415648,1.089025,0.6379645
"3",0.308497,1.27203,0.471646
"4",0.329216,1.18063,0.608514
"5",0.365377,1.184755,0.3866685
"6",0.2521415,1.05268,0.6306135
"7",0.301482,1.13327,0.5103485
"8",0.3072405,1.18232,0.4071575
"9",0.384652,1.180645,0.4398685
"10",0.3559145,1.110695,0.705298
"11",0.3317125,1.23467,0.6940105
"12",0.3651235,1.03853,0.518151
"13",0.3951865,0.9530205,0.4300885
"14",0.3862955,0.8233615,0.479026
"15",0.449223,0.9487355,0.57649
"16",0.2917745,0.969922,0.35725
"17",0.375644,1.068275,0.5032585
"18",0.352041,1.37118,0.561175
"19",0.4015745,0.9005395,0.5105945
"20",0.183158,1.24744,0.6431915
"21",0.293231,0.916593,0.5869065
"22",0.4062325,0.9082605,0.4874835
"23",0.4448965,1.06526,0.640762
"24",0.5344205,1.045185,0.534325
"25",0.4035645,0.8583075,0.5728865
"26",0.3303875,1.184525,0.3896725
"27",0.348433,1.04032,0.6532745
"28",0.20223,0.892032,0.6043705
"29",0.2901275,1.015655,0.578096
"30",0.421691,0.8707935,0.40279
"31",0.788729,0.4025315,0.3948195
"32",0.8092235,0.4984915,0.6019635
"33",1.048105,0.5523815,0.2842495
"34",1.114455,0.4052705,0.468739
"35",1.072775,0.4759265,0.606444
"36",1.29118,0.5530645,0.344713
"37",0.959912,0.39019,0.3334
"38",1.06342,0.35371,0.532624
"39",1.209115,0.481284,0.4019725
"40",0.8766935,0.412478,0.513027
"41",1.1519,0.539512,0.402293
"42",0.9186665,0.271092,0.4671405
"43",0.835961,0.3339655,0.5084035
"44",1.144615,0.475419,0.576595
"45",1.182825,0.4964205,0.4502545
"46",1.096065,0.4507175,0.464149
"47",1.13137,0.503299,0.329601
"48",0.78034,0.503391,0.334935
"49",0.785387,0.5854465,0.354471
"50",0.957149,0.4776725,0.33524
"51",0.797125,0.562318,0.5422575
"52",0.933458,0.6733005,0.363581
"53",1.237835,0.5330035,0.243333
"54",1.11245,0.305836,0.3342925
"55",1.26519,0.509021,0.371538
"56",1.157155,0.515795,0.556866
"57",0.939302,0.7166425,0.345038
"58",1.145035,0.3866105,0.4941775
"59",1.118315,0.384944,0.3713775
"60",0.930496,0.3649555,0.5519735
"61",0.4006255,0.252917,1.25555
"62",0.459125,0.4190415,1.34737
"63",0.3690085,0.385482,1.04706
"64",0.510637,0.248733,0.9815445
"65",0.425092,0.2806685,1.05125
"66",0.5496485,0.350889,0.910094
"67",0.4894865,0.5097625,1.140205
"68",0.5631075,0.3515805,1.13817
"69",0.310704,0.4736505,1.03677
"70",0.416363,0.323061,1.02663
"71",0.47185,0.259383,1.166045
"72",0.4057,0.3378475,1.15189
"73",0.3884665,0.306591,1.14589
"74",0.4154545,0.35715,1.22567
"75",0.5468175,0.294752,0.9059255
"76",0.514324,0.2545535,1.21685
"77",0.705583,0.301627,1.200995
"78",0.501483,0.3501065,0.9290455
"79",0.30202,0.2968065,1.210415
"80",0.4061875,0.427436,1.119465
"81",0.4956585,0.4237325,1.173365
"82",0.489526,0.614452,1.034885
"83",0.6338465,0.340084,1.253055
"84",0.370662,0.350275,0.9547885
"85",0.4905695,0.4826375,0.8735105
"86",0.4729165,0.4020425,1.292555
"87",0.272027,0.3659835,0.9447105
"88",0.3553825,0.553433,1.127505
"89",0.7397645,0.2120885,1.33495
"90",0.455208,0.329605,1.16094
