"","V1","V2","V3"
"1",0.567339,0.377301,1.236765
"2",0.5757295,0.4265715,1.10972
"3",0.433224,0.308524,1.272245
"4",0.5856035,0.345356,1.168025
"5",0.331248,0.371997,1.220905
"6",0.571046,0.272454,1.062755
"7",0.4578685,0.3192775,1.158835
"8",0.36886,0.306888,1.20182
"9",0.401614,0.372089,1.189835
"10",0.6337265,0.3695425,1.13813
"11",0.6280695,0.3421355,1.256615
"12",0.4701335,0.3789175,1.06526
"13",0.3941005,0.3990775,0.999321
"14",0.415667,0.409687,0.8570595
"15",0.4748,0.4780825,0.988403
"16",0.304627,0.2905275,0.9941395
"17",0.462978,0.3725345,1.07506
"18",0.5089355,0.3569815,1.383275
"19",0.4215815,0.4253495,0.9614765
"20",0.6212845,0.2023145,1.222515
"21",0.5391375,0.32155,0.9043185
"22",0.4393625,0.4331895,0.9236955
"23",0.5859785,0.470364,1.08322
"24",0.462508,0.563966,1.07681
"25",0.50006,0.4394465,0.8815585
"26",0.334995,0.328897,1.22251
"27",0.575539,0.380676,1.070185
"28",0.5560495,0.2144265,0.9039015
"29",0.5666655,0.3003715,1.02057
"30",0.333923,0.438045,0.8834705
"31",0.265214,0.8546375,0.4398135
"32",0.48542,0.868713,0.5331605
"33",0.184015,1.109805,0.5945035
"34",0.3193655,1.182195,0.458253
"35",0.4370325,1.176225,0.533363
"36",0.2074655,1.360365,0.609365
"37",0.2002425,1.027985,0.4470145
"38",0.3726805,1.17552,0.3969835
"39",0.2520495,1.282575,0.5453445
"40",0.363494,0.9398895,0.4688485
"41",0.2727965,1.246395,0.599404
"42",0.326864,1.003735,0.304708
"43",0.3820635,0.898623,0.3744995
"44",0.4051215,1.233425,0.5329425
"45",0.2924895,1.26319,0.5648965
"46",0.3030015,1.19188,0.515545
"47",0.181874,1.179,0.57857
"48",0.2179905,0.8346355,0.5728845
"49",0.2341405,0.839132,0.6293995
"50",0.225427,0.994004,0.538662
"51",0.4284035,0.849997,0.601529
"52",0.2339595,1.005525,0.742503
"53",0.121879,1.23866,0.618593
"54",0.1896455,1.20148,0.3494975
"55",0.214238,1.334685,0.598389
"56",0.383021,1.242525,0.5905675
"57",0.2298145,0.978038,0.773925
"58",0.3188185,1.253495,0.444517
"59",0.1934875,1.194845,0.447136
"60",0.4008495,1.041135,0.426306
"61",1.14728,0.506023,0.261976
"62",1.28157,0.5625165,0.4011025
"63",0.963106,0.4525885,0.396261
"64",0.8582545,0.6084825,0.243828
"65",0.9742355,0.5043745,0.287418
"66",0.796532,0.636409,0.3805595
"67",1.06629,0.5865965,0.5152175
"68",1.062505,0.6595715,0.3497415
"69",0.9611695,0.3802015,0.472604
"70",0.923953,0.5066015,0.3436405
"71",1.06646,0.5546135,0.272091
"72",1.02907,0.507646,0.3400095
"73",1.046495,0.480551,0.310787
"74",1.16025,0.4900605,0.342385
"75",0.811833,0.63836,0.284906
"76",1.096945,0.624145,0.2625845
"77",1.07417,0.838263,0.3139645
"78",0.8247055,0.5708395,0.3578055
"79",1.17066,0.38939,0.2692775
"80",1.034895,0.49035,0.433369
"81",1.073445,0.576471,0.4318225
"82",0.9263905,0.594233,0.633302
"83",1.0971,0.740584,0.3549875
"84",0.862256,0.4555455,0.3581915
"85",0.7811655,0.5602755,0.489321
"86",1.15777,0.56574,0.4126485
"87",0.8681755,0.338042,0.372238
"88",1.03493,0.4451405,0.5560125
"89",1.201425,0.8637215,0.210817
"90",1.062475,0.554875,0.3319815
